madde,anlam,lisan,telaffuz
törecilik,Töreci olma durumu,,
törellik,Töreye uygunluk,,
tören,"Bir toplulukta, üyelerin belli bir olayı, kişiyi veya değeri ayırt edip sembolleştirmesi, bunların anlam ve öneminin güçlendirilmesi amaçlarıyla düzenlenen hareket dizisi; merasim | Anma, kutlama, nişan, evlenme, ölüm gibi sebeplerle yapılan toplantı; merasim, resim, seremoni",,
tören birliği,"Devlet başkanlarını, yüksek makamdaki devlet adamları ve kumandanları karşılamak ve uğurlamakla görevli birlik; ihtiram birliği, ihtiram kıtası, onur kıtası, şeref kıtası [askerlik]",,
tören kılıcı,Törenlerde takılan kılıç; merasim kılıcı,,
töresizlik,Töresiz olma durumu,,
töretanımazlık,Toplumca benimsenmiş töre ile ilgili değerleri değiştirmek isteyen öğretilerin genel adı; immoralizm [felsefe],,
töre bilimi,"Töre ile ilgili davranış yasaları geliştiren, neyin uğrunda savaşılmaya değer neyin değil, yaşama neyin anlam kazandırdığı, hangi davranışın iyi, hangisinin kötü, hangisinin yararlı, hangisinin yararsız olduğu gibi sorunları kendine konu edinen bilim [toplum bilimi]",,
töre cinayeti,Bazı bölgelerde geleneksel anlayışlara uymama sebebiyle genellikle genç kız veya kadınların ailelerinin kararıyla yine aileden biri tarafından öldürülmesi; namus cinayeti,,
töre dışıcılık,"Töreyi inkâr eden öğretilerin genel adı; ahlak dışıcılık, amoralizm [toplum bilimi]",,
törpü,"Ağaç, kurşun, kalay vb. yumuşak metallerin kabasını almaya yarayan, dişleri uzun ve aralıklı olan eğe | Bir şeyin yüzündeki pürüzleri gidermek, düzgünleştirmek için kullanılan kısa, ince, pürtüklü eğe",,
törpüleme,Törpülemek işi,,
törpülenme,Törpülenmek işi,,
törpületme,Törpületmek işi,,
töskürme,Töskürmek işi,,
töskürtme,Töskürtmek işi,,
tövbe,İşlediği bir günah veya suçtan pişman olarak bir daha yapmamaya karar verme,Arapça tevbe,
tövbekârlık,Tövbekâr olma durumu,,
tövbesizlik,Tövbesiz olma durumu,,
tövbe ayları,Büyük tövbe ayı ve küçük tövbe ayı,,
töz,Varlıklarda değişikliğe uğrayan taraf dışında değişmeden kalan şey; cevher [felsefe],,
tözcülük,Nesnelerin özünde bir tözün varlığını kabul eden öğreti [felsefe] | Ruhun bir töz olduğunu kabul eden öğreti,,
Trabzon,Türkiye'nin Karadeniz Bölgesi'nde yer alan illerinden biri,,tra'bzon
Trabzonlu,Trabzon ilinden olan kimse,,
Trabzonluluk,Trabzonlu olma durumu,,
Trabzon hurması,"Abanozgillerden, 15 metre kadar yükselebilen büyük bir ağaç; Japon hurması (Diospyros kaki) [bitki bilimi] | Bu ağacın elma büyüklüğünde, turuncu renkte, hamken kekre olan, olgunlaştığında tatlılaşan meyvesi; Japon hurması",,
trade center,343 ticaret merkezi,İngilizce trade center,
trafik,"Ulaşım yollarının yayalar ve her türlü taşıt tarafından kullanılması; gidiş geliş, seyrüsefer | Ulaşım yollarında bulunan taşıt ve yayaların tümü | Artmış, çoğalmış bir durum | Önemli görevlerde bulunan kişilerin bir yere gidiş gelişi",Fransızca trafic,
trafikçi,Trafik polisi,,
trafikçilik,Trafik polisliği,,
trafik akışı,"Trafikteki araçların kurallara uygun bir biçimde, sıkışıklığa meydan vermeden hareket etmesi; trafik akımı",,
trafik canavarı,"Trafik kurallarını sürekli hiçe sayan, kendisinin ve başkalarının hayatını tehlikeye atan kimse",,
trafik işaretleri,Trafiği düzenlemek amacıyla gerekli yerlere konulan özel işaretli levhaların tümü,,
trafik lambası,Taşıtların ve yayaların kara yollarındaki geçişini düzenleyen ışık sistemi,,
trafik mahkemesi,Sadece trafikle ilgili davalara bakan yargı organı [hukuk],,
trafik şeridi,Taşıtların bir dizi hâlinde güvenle seyredebilmeleri için taşıt yolunun işaretle ayrılmış bir bölümü,,
trafik terörü,"Genellikle kural tanımazlık yüzünden ortaya çıkan, ağır maddi hasarla ve çok sayıda insanın ölümüyle sonuçlanan trafik karmaşası",,
trafo,Yüksek gerilim hattından aldığı elektriği şehrin şebekesinde kullanılabilecek seviyeye düşüren dönüştürücünün bulunduğu yer,Almanca Trafo,tra'fo
trahom,"Göz kapaklarının altında birtakım kabarcıkların belirmesiyle başlayan, tedavi edilmediğinde kirpiklerin içeriye kıvrılması, saydam tabakada yaralar çıkması nedeniyle körlükle sonuçlanabilen bulaşıcı hastalık [tıp]",Fransızca trachome,
trajedi,"Konusunu efsanelerden veya tarihsel olaylardan alan, acıklı sonuçlarla bağlanan bir tür tiyatro eseri;  ağlatı, facia, tragedya [tiyatro]",Fransızca tragédie,
trajikleşme,Trajikleşmek durumu,,
trake,Eklem bacaklılarda bulunan özel solunum kanalları [hayvan bilimi],Fransızca trachée,
trakeit,Soluk borusunun iltihaplanması [tıp],Fransızca trachéite,
trakeliler,"Eklem bacaklıların, solungaç yerine özel bir soluk borusu taşıyan takımı [hayvan bilimi]",,
trakit,Yanardağ kayalıkları arasında bulunan bir feldspat türü [jeoloji],Fransızca trachyte,
traksiyon,Kırık kol veya bacağı yataktan yukarıya doğru kaldıran araç [tıp],Fransızca traction,
traktör,"Arkasına römork takılabilen, çift sürmek, yük taşımak vb. işlerde kullanılan motorlu iş makinesi",Fransızca tracteur,
traktörcü,Traktörle taşıma işi yapan kimse,,
traktörcülük,Traktörcü olma durumu,,
trampet,İki değnek ile çalınan küçük davul,İngilizce drumbeat,
trampetçi,Trampet çalan kimse,,
trampetçilik,Trampetçinin işi,,
tramplen,"Yüzme sporunda, suya yüksekten atlamada kullanılan bir ucu sabit, öteki ucu esneyen sıçrama tahtası | Kayakta, atlamayı yapan sporcuya gerekli hızı sağlayan, özel olarak düzenlenmiş eğik alan",Fransızca tremplin,
tramvay,Şehirlerde yol üzerine döşenmiş özel raylarda hareket eden yolcu taşıtı,Fransızca tramway,
tramvay hattı,Tramvayın üzerinde hareket ettiği demir rayların döşendiği tahsisli yol,,
trança,"İzmaritgillerden, özellikle sıcak denizlerde yaşayan, pullu, esmer renkli, beyaz etli, kemikli bir balık (Pagrus ehrenbergii) [hayvan bilimi]",İtalyanca trancia,
trans,"Medyumların ruhla ilişki kurdukları zaman girdikleri özel hipnoz durumu [ruh bilimi] | Kendinden geçme, içinde bulunduğu ortamdan başka bir dünyaya veya havaya geçme",Fransızca transe,
transatlantik,Atlantik Okyanusu'nu aşan | Atlantik Okyanusu'nu aşarak Avrupa ve Amerika arasında çalışan gemi,Fransızca transatlantique,
transfer,"Bir şeyi, bir kimseyi, bir grubu bir yerden alıp başka bir yere götürme | Bir kimsenin bedel karşılığında başka bir kulüp, kurum vb.ne geçmesi",Fransızca transfert,
transfüzyon,Kan ve kan ürünlerinin damar yoluyla vücuda verilmesi [tıp],Fransızca transfusion,
transistör,"Germanyum veya silisyum elementlerinin yarı iletkenlik özelliklerinden yararlanılarak imal edilen, elektronik tüplerin elektrik titreşimlerini genişletmekte kullanılan, sağlam yapılı ve uzun ömürlü alet",Fransızca transistor,
transit,"Bir yerden dinlenmeden, beklemeden, durmadan (geçmek) | Malların bir ülkenin topraklarından gümrüksüz geçmesi",Fransızca transit,
transliterasyon,Bir yazılı metindeki seslerin söyleyişteki değerleri dikkate alınmaksızın başka bir alfabeyle harf harf gösterilmesi; harf çevirisi [dil bilimi],Fransızca translitération,
transmisyon,Elektrikli taşıtlarda dingilin motora göre gerek dikey gerek yatay düzende hareket etmesini sağlayan organ [fizik],Fransızca transmission,
transparan giysi,"Şeffaf kumaştan yapılmış, kullanıcının vücudunun veya iç çamaşırlarının görülmesini sağlayan giysi; transparan elbise, transparan kıyafet",,
transport,"Bir yerden başka bir yere taşıma, iletme",Fransızca transport,
transporter,343 yükçeker,İngilizce transporter,
trans yağ asidi,"Margarin, kızartılmış ürünler, puding vb. işlenmiş gıdalarda bulunan ve doymamış yağ asitlerinin hidrojenlenmesi sonucu oluşan bir yağ asidi; trans yağ",,
tranş,İnek veya dana budunun orta bölümü,Fransızca tranche,
trap,"Hendek, tuzak | Sahnede yerde bulunan kapak [tiyatro]",Fransızca trappe,
trapez,Alt uçlarına bir çubuk bağlanmış bulunan iki düşey ipten yapılmış salıncağa benzer bir jimnastik aracı,Fransızca trapèze,
trapezci,Trapezle gösteri yapan sanatçı; trapez,,
trapezcilik,Trapezcinin yaptığı iş,,
tras,Volkanik tüf,Almanca Trass,
trata,Torbalı balık ağı [denizcilik],Rumca,
traverten,"Birtakım kaynak sularının dibinde biriken, kalkerli veya silisli tortu; pamuk taşı [mineraloji]",Fransızca travertin,
travesti,Kadın gibi giyinip süslenen eş cinsel,Fransızca travesti,
travma,"Bir doku veya organın yapısını, biçimini bozan ve dıştan mekanik bir tepki sonucu oluşan yerel yara; örselenme [tıp]",Fransızca trauma,
trekking,343 doğa yürüyüşü,İngilizce trekking,
tremolit,"İçinde magnezyum, kalsiyum, demir ve alüminyum bulunan, amfibol grubundan doğal silikat [jeoloji]",Fransızca trémolite,
tren,"Demir yolunda yolcu ve yük taşımakta kullanılan, bir veya birkaç lokomotif tarafından çekilen vagonlar dizisi; katar, şimendifer",Fransızca train,
trend,343 eğilim,İngilizce trend,
tren kazası,"Demir yolunda meydana gelen kaza | Amacı belirlenmiş bir konunun, bir olayın gelişme aşamalarında bir tıkanıklık, olumsuzluk olma durumu",,
treyler,"Traktör veya kamyonlara, genellikle yük taşımalarını sağlamak için takılan araba",İngilizce trailer,tre'yler
triatlon,"Yüzme, koşu ve bisiklet yarışından oluşan atletizm dalı [spor] | Slalom, tüfekle ateş, kayak yarışlarından oluşan spor dalı",Fransızca triathlon,
tribün,"Spor salonu, stadyum, hipodrom vb. yarışma ve gösteri yapılan yerlerde seyircilerin oturduğu koltuklu veya basamaklı bölüm; sekilik [spor] | Burada oturan seyirciler",Fransızca tribune,
triftong,Üçüz ünlü [dil bilgisi],Fransızca triphtongue,
trigonometri,Üçgenleri hesaplamayı konu edinen matematik kolu; müsellesat [matematik],Fransızca trigonométrie,
triko,Örülerek dokunan bir cins yün kumaş | Bu kumaştan yapılan,Fransızca tricot,tri'ko
trikotaj,Örme işleri,Fransızca tricotage,
trikotajcı,Örme işleri yapan kimse,,
trikotajcılık,Trikotajcının işi,,
trileçe,"Pandispanya kekinin üzerine şekerle kaynatılmış inek, manda ve keçi sütü karışımının dökülmesiyle yapılan bir tür tatlı",İspanyolca tresleches,
trilyon,"Milyar kere bin, 1.000.000.000.000 | Bu sayının adı",Fransızca trillion,
trilyoner,Trilyon sahibi olan kimse | Çok zengin kimse,,
trilyonerlik,Trilyoner olma durumu,,
trinketa,Yelkenli gemilerde pruva direğinin en altta bulunan ana sereni ve bu serene bağlanan yelken [denizcilik],İtalyanca trinchetto,trinke'ta
trip,"Gücenilen bir durumda, açıkça konuşmak yerine farklı söz ve hareketlerle yapılan tavır",İngilizce trip,
tripleks ev,İçeriden birbirine merdivenle bağlanan üç katlı ev,,
tripoli,"Ufalandığında toz, madenî eşya, taş, mermer, cam vb.ni temizlemeye ve parlatmaya yarayan silisli kaya [jeoloji]",Fransızca tripoli,tri'poli
triportör,"Eşya taşımak için bir kasası bulunan, çoğu kez motorlu, üç tekerlekli küçük taşıt; üçteker",Fransızca triporteur,
tripot,"Fotoğraf makinesini veya kamerayı dengeli bir biçimde sabitlemeye yarayan, üç ayaklı alet",,
triptik,Otomobiller için verilen geçici gümrük belgesi,Fransızca triptyque,
trişin,"Ergin durumda olan, domuzdan başka, insanlarla birçok memelinin ince bağırsağında yaşayan, ipsiler cinsinden bir solucan (Trichinella spiralis) [hayvan bilimi]",Fransızca trichine,
triton,"Trityumun, bir protondan ve iki nötrondan oluşan atom çekirdeği [kimya]",Fransızca triton,tri'ton
trityum,Atom ağırlığı 3 olan radyoaktif hidrojen izotopu [kimya],Fransızca tritium,tri'tyum
triyas,İkinci Çağ'ın yaklaşık kırk beş milyon yıllık dönemi,Fransızca trias,
Troçkicilik,Troçki'nin düşüncelerine dayanan sosyalist akım,,
trol,"Teknelerle suyun dibinde sürüklenerek çekilen, huni biçiminde geniş ağızlı balık ağı [denizcilik] | Genel ağ üzerinden sosyal ortamlarda gizli kimliklerle başkalarını avlamak, dolandırmak, alay etmek, yanlış yönlendirmek vb. üzere kurulan tuzak",İngilizce trawl,
trolcü,"Trol ile balık avlayan kimse | Genel ağ üzerinden sosyal ortamlarda gizli kimliklerle tuzak kurarak, başkalarını avlayan, dolandıran, alay eden, yanlış yönlendiren kimse; trol",,
trolcülük,Trolcünün yaptığı iş,,
troleybüs,"Şehir içi yollarda, bir hava hattından elektrik akımı alarak çalışan otobüs; telli otobüs, boynuzlu",Fransızca trolley-bus,trole'ybüs
trolleme,Trollemek işi,,
trombon,Sürgü kolunun hareketiyle değişik yükseklikte seslerin elde edildiği nefesli çalgı [müzik],Fransızca trombone,
tromboncu,Trombon çalan kimse,,
tromboz,Kan pıhtısı oluşumu nedeniyle kan akışının engellenmesi [tıp],Fransızca thrombose,
tromp,Binanın bir bölümünü tutmaya yarayan köşe kubbesi [mimarlık],Fransızca trompe,
trompet,Bir ağızlık ve kendi üstüne kıvrılmış silindir bir borudan oluşan nefesli çalgı [müzik],Fransızca trompette,
trompetçi,Trompet çalan kimse,,
trompetçilik,Trompetçinin yaptığı iş,,
tropikal bitki,Tropikal iklim kuşağında yetişen gür bitki örtüsü; tropik bitki [bitki bilimi],,
tropikal iklim,"Dönenceler arasında kalan bölgelerde görülen, yazların yağışlı, kışların kurak geçtiği bir iklim türü",,
tropikal kuşak,"İki tropika arasında bulunan sıcak kuşak; tropikal bölge, tropika [coğrafya]",,
tropikal orman,Tropikal kuşağın nemli havasında ve bölgelerinde oluşan orman [bitki bilimi],,
tropik kuşu,"Tropik kuşugiller familyasından pembemsi tüylü, kuyruğunda iki teleği olan deniz kuşu [hayvan bilimi]",,
troplar,Antik Çağ kuşkucu düşünürlerinin var olan şeyler hakkında nesnel bilgi edinebilmenin imkânsızlığını kanıtlamak için kullandıkları ilkeler [felsefe],,
trotinet,Bir ayakla üzerine binilip öbür ayakla yeri teperek yol alınan ve bir yönetme kolu ile arka arkaya iki tekerleği bulunan çocuk oyuncağı,Fransızca trottinette,
troyka,"Rusya'da kullanılan, üç atla çekilen kızak veya araba",Rusça,tro'yka
tröst,"Aynı alanda iş yapan çeşitli ortaklıkların hisse senetlerinin, bir denetim teşkilatına teslim edilmesi ve yönetimin bir teşkilatı yöneten gruba aktarılmasıyla oluşan, tekelci sermayedarlığa dayanan ortaklıklar birliği [ekonomi]",Fransızca trust,
trup,Aynı tiyatroda çalışan oyuncular topluluğu [tiyatro],Fransızca troupe,
truvakar,Kısa manto,Fransızca trois-quarts,
Truva atı,"Odysseus’un Truva surlarını aşmak ve şehre gizlice girmek için yaptırdığı tahtadan at maketi | Bilgisayarlarda zararlı program barındıran veya yükleyen virüs programı [bilişim] | Gerçek niyetini gizleyerek bir yere sızan kimse, ülke vb",,
trük,Sinema veya tiyatroda teknik ustalıkla yapılan gösteri,Fransızca truc,
Tuba,"Cennette bulunduğuna inanılan, kökü yukarıda, dalları aşağıda büyük bir ağaç",Arapça ṭūbā,tu:ba:
tuba,"Üzerinde pistonlar bulunan, bakırdan nefesli çalgı [müzik]",Fransızca tuba,tu'ba
tufa,"Özellikle geceleri yapılan silahlı hırsızlık, soygun | Hırsızlık yoluyla elde edilen mal veya para | Herhangi bir emek ve çaba harcamadan elde edilen çıkar, kolayca sağlanan menfaat",Yunanca,
tufacı,"Özellikle geceleri hırsızlık yapan kimse | Herhangi bir emek ve çaba harcamadan çıkar elde eden, kolay yollardan menfaat sağlayan kimse",,
tufacılık,Tufacı olma durumu | Tufacının yaptığı iş,,
tufalama,Tufalamak işi,,
tufan,Nuh Peygamber zamanında yağan ve bütün dünyayı su altında bırakan şiddetli yağmur | Şiddetli yağmur | Çok yoğun veya şiddetli şey,Arapça ṭūfān,tu:fa:nı
Tufanbeyli,Adana iline bağlı ilçelerden biri,,tu:fa'nbeyli
tufeylilik,Tufeyli olma durumu,,
tugay,Alayla tümen arasındaki askerî birlik; liva [askerlik],,
tugrik,Moğolistan’ın para birimi,,
tuğ,"Padişahların ve vezirlerin başlarına taktıkları başlıkların ön tarafında bulunan tüy veya püskül biçimindeki süs [tarih] | Tepesine altın yaldızlı top geçirilmiş, altında at kuyruğu kıllarının sarktığı bağlanmış bir sırıktan oluşan saltanat, şan ve şöhret alameti [tarih]",,
tuğamiral,"Deniz kuvvetlerinde, rütbesi albay ile tümamiral arasında bulunan amiral [askerlik]",,tu'ğamiral
tuğamirallik,Tuğamiral olma durumu | Tuğamiralin rütbesi | Tuğamiralin görevi,,
tuğbay,Tugay komutanlığı yapan albay [askerlik],,tu'ğbay
tuğbaylık,Tuğbayın görevi,,
tuğcu,Osmanlı döneminde savaşlarda padişahın tuğlarını taşıyan kimse [tarih],,
tuğculuk,Tuğcunun yaptığı iş,,
tuğgeneral,"Kara ve hava kuvvetlerinde, rütbesi albay ile tümgeneral arasında bulunan general; liva, mirliva [askerlik]",,tu'ğgeneral
tuğgenerallik,Tuğgeneral olma durumu | Tuğgeneralin rütbesi; mirlivalık | Tuğgeneralin görevi; mirlivalık,,
tuğla,Balçığın kalıplara dökülüp güneşte kurutulduktan sonra özel ocaklarda pişirilmesiyle yapılan ve duvar örmekte kullanılan yapı malzemesi,Rumca,tu'ğla
tuğlacı,Tuğla yapan veya satan kimse,,
tuğlacılık,Tuğlacının yaptığı iş,,
tuğla harmanı,Tuğla yapılan yer,,
tuğla oyunu,"Bilgisayarda veya cep telefonlarında oynanan, topla tuğlaları yıkma esasına dayanan oyun",,
tuğra,"Osmanlı padişahlarının imza yerine kullandıkları, özel bir biçimi olan sembolleşmiş işaret; tura [tarih]",,tu'ğra
tuğyan,"Akarsuyun taşması, kabarması",Arapça ṭuġyān,tuğya:nı
tuhafiye,"Çorap, mendil, eldiven gibi giyim ile kurdele, dantel gibi giysi süsüne yarar şeyler; tuhaf",Arapça tuḥafiyye,tuha:fiye
tuhafiyeci,Tuhafiye satan kimse; tuhafçı | Tuhafiye satılan dükkân; tuhafçı,,
tuhafiyecilik,Tuhafiyecinin işi,,
tuhaflaşma,Tuhaflaşmak işi,,
tuhaflık,"Tuhaf olma durumu; gariplik, garabet | Tuhaf davranış; cinslik",,
tulu,"Güneşin doğması, doğuşu",Arapça ṭulūʿ,"tulu:, l ince okunur"
tuluatçı,Tuluat yapan sanatçı [tiyatro],,
tuluatçılık,Tuluatçı olma durumu,,
tulum,"Bazı yiyecek ve içecekler için koruyucu kap olarak kullanılan, önü yarılmadan bütün olarak yüzülmüş hayvan derisi; tuluk | Gövdesi bu deriden yapılmış üflemeli çalgı | Göğüs ve pantolon bölümü bitişik giysi | Şişman, tombul olan",,
tulumba,"Sıvıları alçak yerlerden çekmeye veya yüksek yerlere çıkarmaya yarayan araç | Otomobil lastiği, futbol topu vb. şeyleri şişirmeye veya herhangi bir sıvıyı sıkmaya, bir şey üzerine püskürtmeye yarayan araç",İtalyanca tromba,tulu'mba
tulumbacı,"Mahallelerde bulundurulan yangın tulumbalarını, yangın olan yerlere götüren ve orada yangının söndürülmesine yardım eden kimse | Tulumba yapan, satan veya onaran kimse",,
tulumbacılık,Tulumbacı olma durumu,,
tulumba kolu,Tulumbadan su çıkarmak için tulumbaya basmayı sağlayan uzun demir kol,,
tulumba tatlısı,"Özel bir makinede ince, uzun, oluklu biçimde yapılıp yağda kızartılan hamur tatlısı",,
tulumcu,Tulum çalan veya yapan kimse,,
tulumcuk,"İç kulakta, yarım daire kanallarına bağlı küçük kese; kırbacık [anatomi] | Bitkilerde yüzmeyi kolaylaştıran, tulum biçiminde küçük kese [bitki bilimi]",,
tulumculuk,Tulumcunun yaptığı iş,,
tulumlular,"Gömleklilerden, vücutları torba biçiminde kalın bir gömlekle örtülü olan deniz hayvanları takımı; tulumsular [hayvan bilimi]",,
tulum peyniri,Tuluma basılarak yapılan bir beyaz peynir türü,,
tulup,"Atılmış, eğrilmeye hazırlanmış, top biçiminde yün veya pamuk",,
tulyum,"Atom numarası 69, atom ağırlığı 168,9, yoğunluğu 9,3 olan, yaklaşık 1500 °C'de eriyen nadir bir element (simgesi Tm) [kimya]",Fransızca thulium,tu'lyum
tuman,"Don, şalvar",,
tumba,"Altüst etme [denizcilik] | Altüst olma | Çocuk dilinde, yatağa atlama",İtalyanca tombo,tu'mba
tump,"Toprak parçası, toprak seti, yığını",Ermenice,
tumşuk,"Papağan, kartal vb. kuşların kemerli gagası [hayvan bilimi]",,
tumturak,"Gerekli olmadığı hâlde kulağa hoş gelen, gösterişli kelimeler kullanma",Farsça ṭumṭurāḳ,
tumturaklılık,Tumturaklı olma durumu,,
tun,"Gizli yer, köşe bucak",Farsça tūn,
Tunceli,Türkiye'nin Doğu Anadolu Bölgesi'nde yer alan illerinden biri,,tu'nceli
Tuncelili,Tunceli ilinden olan kimse,,
Tuncelililik,Tuncelili olma durumu,,
tunç,"Koyu kızıl renkte olan, bakır, çinko ve kalay alaşımı; bronz | Bu alaşımdan yapılan",,
tunçlama,Tunçlamak işi,,
tunçlaşma,Tunçlaşmak işi,,
tunçlaştırma,Tunçlaştırmak işi,,
Tunç Çağı,İnsanın tuncu işlemeye başladığı çağ,,
tunç kafiye,Dize sonundaki kelimelerin son harfleri arasında üç sesten fazla ses benzeşmesiyle veya biri diğerinin içinde bir kelime oluşturacak tarzda yapılan kafiye; tunç uyak [edebiyat],,
tundra,Kutuplara yakın bölgelerin bitki örtüsü [coğrafya] | Bu bitkilerle kaplı geniş alan; kutup bozkırı,Fransızca toundra,tu'ndra
tundra iklimi,"Yazların çok kısa ve serin, kışların çok uzun ve soğuk geçtiği bir iklim türü",,
Tunguz,"Doğu Sibirya'da yaşayan, avcılık ve balıkçılıkla geçinen, yarı göçebe bir topluluk",,
Tunguzca,Tunguzların kullandığı dil | Bu dille yazılmış olan,,
tunik,"Pantolon veya etek üzerine giyilen, dizlere kadar inen üst giysisi",Fransızca tunique,
Tunuslu,Tunus’ta yaşayan halk veya halkın soyundan olan kimse,,
tur,"Bir sonuca ulaşıncaya kadar yapılan iş | Başladığı noktada biten, bir veya daha fazla yere önceden belirlenmiş bir programa göre yapılan seyahat",Fransızca tour,
tura,"Metal paranın resimli yüzü | Halat gibi örülmüş iplik çilesi | Bazı oyunlarda, vurmak için kullanılan düğümlenmiş mendil | Ucu düğümlenmiş bir mendil aracılığıyla yanan veya yanılanların ebe tarafından cezalandırıldığı bir tür çocuk oyunu",,tu'ra
turaç,"Sülüngillerden, uzunluğu 34 santimetre olan, soyu azalmış bir tür kuş (Tetrao francolinus) [hayvan bilimi]",Arapça durrāc,
turalama,Turalamak işi,,
Turan,Türklerin Orta Asya’da yaşadıkları en eski yurtları | Turancıların dünyadaki bütün Türkleri birleştirerek kurmayı amaçladıkları ülkenin adı,Farsça tūrān,tu:ran
Turancılık,"İkinci Meşrutiyet sonrası gelişen, bütün Türklerin tek vatanda ve tek bayrak altında birleştirilmesini amaçlayan akım; Panturanizm",,
Turani,"Turan’a ait, Turan’a özgü olan | Turancılıkla ilgili, Turancılığa özgü olan",Farsça tūrān + Arapça -ī,tu:ra:ni:
Turanlı,Orta Asya'da yaşamış olan halk veya bu halkın soyundan olan kimse; Turani,,
turba,Az çok kömürleşmiş bitkilerden oluşan yakıt,Fransızca tourbe,tu'rba
turbalık,"Göl ve bataklıklarda yetişen bitkilerin, özellikle sfagnumun çürümesi ve kömürleşmesiyle oluşan turba yatağı",,
turbo,"Havayı veya havaya katılmış bir karışımı, düzenli ve amaca uygun olarak üfleyen | Araba motorlarında bulunan ve egzoz gazını dışarı atarak motorun daha verimli çalışmasını sağlayan bir tür vantilatör | Fırın vb. araçlarda havanın içeride hızlı ve eşit miktarda dolaşmasını sağlayan vantilatör",,
turfalama,Turfalamak işi,,
turfandacı,Turfanda şeyler yetiştirip satan kimse,,
turfandacılık,Turfandacı olma durumu,,
turfandalık,Turfanda meyve veya sebze yetiştirilen tarla,,
turfanda meyvecilik,Mevsiminin dışında yapılan meyve yetiştiriciliği,,
turfanda sebzecilik,Mevsiminin dışında yapılan sebze yetiştiriciliği,,
turgor,"Hücrenin çok su çekerek şişmesi, öz suyunun kıvamının azalması [biyoloji]",Latince,tu'rgor
Turgutlu,Manisa iline bağlı ilçelerden biri,,turgu'tlu
Turhal,Tokat iline bağlı ilçelerden biri,,tu'rhal
turist,"Dinlenme, eğlenme, görme, tanıma vb. amaçlarla geziye çıkan kimse",Fransızca touriste,
turistlik,Turist olma durumu,,
turist rehberi,Seyahat organizasyonlarında tura katılanlara eşlik edip onlara gezi alanıyla ilgili doğru bilgi vermekle yükümlü olan kişi; rehber,,
turist rehberliği,Turist rehberinin işi,,
turizm,"Dinlenme, eğlenme, görme, tanıma vb. amaçlarla yapılan gezi | Bir ülkeye veya bir bölgeye turist çekmek için alınan ekonomik, kültürel, teknik önlemlerin, yapılan çalışmaların tümü",Fransızca tourisme,
turizmci,Turizm işleriyle uğraşan kimse,,
turizmcilik,Turizmcinin işi veya mesleği,,
turkuaz,"Mavi, yeşil ve beyazın karışımından ortaya çıkan renk; turkuaz mavisi, turkuaz yeşili, firuze | Bu renkte olan | Bu renkte değerli bir taş | Bu taşın rengi",Fransızca turquoise,
turkuaz mavisi,Bu renkte olan,,
turkuaz yeşili,Bu renkte olan,,
turlama,Turlamak işi,,
turlayabilme,Turlayabilmek işi,,
turna,"Turnagillerden, Avrupa ve Kuzey Afrika'da toplu olarak yaşayan, göçebe, iri bir kuş (Grus grus) [hayvan bilimi]",,tu'rna
turnabacağı,"Orman açıklıklarında yaz ve sonbahar aylarında yetişen, sapında hareketli bir halka bulunan, şapkası kahverengi pullarla kaplı, bazitli bir tür mantar; dedebörkü, dedekülahı (Macrolepiota procera) [bitki bilimi]",,turna'bacağı
turnacı,"Yeniçeri Ocağında padişahla ava giden, av köpeklerine ve tazılara bakan, turna taşıyan bir sınıf asker [tarih]",,
turnagagası,"Sardunyagillerden, tohumlarının ucunda turna gagasına benzer ince uzun bir uç bulunan, yaprakları güzel kokulu bir bitki; dönbaba (Geranium robertianum) [bitki bilimi]",,turna'gagası
turnageçidi,Baharda esen bir fırtına,,turna'geçidi
turnagiller,Turna ve telli turnayı içine alan bir familya [hayvan bilimi],,
turnagözü,Berrak ve parlak sarı | Bu renkte olan,,turna'gözü
turna balığı,Tatlı sularda yaşayan yırtıcı bir balık (Esox lucius) [hayvan bilimi],,
turna katarı,Arka arkaya ve teker teker dizilmiş durumda olan turna kümesi [hayvan bilimi],,
turna kırı,Kırmızımtırak gri | Bu renkte olan,,
turne,Bulunduğu yerden başka yerlere gösteri yapmak amacıyla giden tiyatro veya müzik sanatçılarının gezisi,Fransızca tournée,
turnike,"İnsanların teker teker geçmesini sağlamak amacıyla bazı yerlere konulan, uçlarından biri çevresinde dönebilecek düzende yatay olarak yerleştirilmiş çarpı biçiminde araç",Fransızca tourniquet,turni'ke
turno,"Tek dilli, bir tekerlekli makara [denizcilik]",İtalyanca turno,tu'rno
turnusol,Birtakım bitkilerden elde edilen mavi boya maddesi [kimya],Fransızca tournesol,
turnusol boyası,"Bazların etkisiyle maviye, asitlerin etkisiyle kırmızıya dönüşen, bir tür yosundan elde edilen mavi boya [kimya]",,
turnusol kâğıdı,Turnusol boyasından yapılan ayıraç kâğıt,,
turnuva,Oyuncu veya takımlar arasında sırayla yapılan yarışma dizisi [spor],Fransızca tournoi,
turp,"Turpgillerden, yaprakları tüylü, çiçekleri beyaz, sarı, mor renkli bir bitki (Raphanus raphanistrum) [bitki bilimi] | Bu bitkinin yenilen etli, yumru kökü","Farsça turb, turub",
turpgiller,"İki çeneklilerden, turp, hardal, lahana, karnabahar, kaşık otu vb. bitkileri içine alan geniş bir familya [bitki bilimi]",,
