madde,anlam,lisan,telaffuz
doyumluk,Doyulacak miktarda olan,,
doyumsuz,"Tatmin olmayan | Sonu gelmeyen, sınırsız olan | Bıkılmayan",,
doyurucu,Doyurma özelliği bulunan,,
dökük,Dökülmüş | Çok eskimiş,,
dökülü,Dökülmüş,,
dökümlü,Niteliğinden ötürü kolayca istenilen biçim verilebilen (kumaş); dökük,,
döküntülü,"Döküntüsü olan | Deride döküntü ile görülen, döküntü ile beliren (hastalık) [tıp]",,
döküntüsüz,Döküntüsü olmayan,,
dölek,"Ağırbaşlı, uslu, ağır davranışlı olan | Düz, engebesiz olan (toprak parçası)",,
döllenmesiz,Döllenmemiş olan,,
döllü döşlü,Çocuk ve torun sahibi olan,,
dönek,"İnanç ve düşüncesini değiştiren, sözüne güvenilmeyen (kimse); caygın, kaypak,  kahpe",,
dönekçe,Dönek gibi | (döne'kçe) Döneğe yakışır bir biçimde,,
dönel,Bir eksen çevresinde dönerek oluşmuş [matematik],,
dönemeçli,Dönemeci olan; virajlı,,
dönemeçsiz,Dönemeci olmayan; virajsız,,
dönencel,Dönence ile ilgili,,
dönük,"Dönmüş, çevrilmiş (kimse) | Bir tarafa yönelmiş, döndürülmüş olan",,
dönümlerce,Birçok dönüm,,dönümle'rce
dönümlük,Dönüm ölçüsünde olan | Dönüme yetecek ölçüde olan,,
dönüşlü,Dönüşü olan; mutavaat,,
dönüşsüz,Dönüşü olmayan,,
dönüşümcü,Dönüşümcülük yanlısı; transformist [felsefe],,
dönüşümlü,"Değişen, sıra ile olan | Değişerek, sıra ile",,
dörder,"Dört sayısının üleştirme sayı sıfatı | Her birine dört, her defasında dördü bir arada olan",,
dörderli,Dörder dörder sıralanmış | Her biri dört birimden oluşan,,
dördüncü,"Dört sayısının sıra sıfatı, sırada üçüncüden sonra gelen",,
dördüz,Dördü bir arada doğan (çocuk) | Dördü bir arada bulunan,,
dörtçekerli,Dörtçeker özelliği bulunan (taşıt),,
dörtköşe,"Keyifli, sevinçli olan",,dö'rtköşe
dört başı mamur,"Her bakımdan istenildiği gibi olan | Eksiksiz, kusursuz olan",,
dört kaşlı,Bıyığı yeni terleyen (delikanlı) | Kalın ve gür kaşlı,,
dört köşe,Kare biçiminde olan,,
döşeksiz,Döşeği olmayan,,
döşeli,Döşenmiş olan; mefruş,,
döşemeli,Döşemesi olan,,
döşemelik,"Yapılarda tabana döşemek için kullanılan (gereç) | Kanepe, koltuk vb.nin kaplanmasına elverişli (kumaş)",,
döşemesiz,Döşemesi olmayan,,
döşemli,Döşemi olan,,
döşemsiz,Döşemi olmayan,,
döşlü,Döşü olan,,
dövmeli,Dövmesi olan,,
dövmesiz,Dövmesi olmayan,,
dövülgen,Dövülerek levha durumuna geçebilen (maden),,
dövüşken,İyi dövüşen veya dövüşmeyi seven; vuruşkan,,
dramatik,"Sahne oyununa özgü olan | İçinde gerilim, çatışma vb. olaylar bulunan, insan ilişkileri ile gelişen (eser, olay) | Coşku veren, duyguları kamçılayan",Fransızca dramatique,
dramatize,"Radyo, televizyon veya sahne oyunu biçimine getirilen (edebî eser) | Olduğundan daha acıklı, abartılı bir biçimde ortaya konulan (olay)",Fransızca dramatisé,
dualı,İçinde dua olan | Kendisine dua edilmiş olan,,
duasız,"Dua okumayan, dua etmeyen",,
duble paçalı,Paçası duble paça biçiminde olan,,
dudaklı,Dudağı olan,,
dudaksıl,Boğumlanma noktası dudaklarda bulunan ünlü veya ünsüz [dil bilgisi],,
dudaksız,Dudağı olmayan,,
dudu dilli,"Çok konuşan, tatlı dilli olan (kadın)",,
duldalı,Duldası olan,,
duldasız,Duldası olmayan,,
dumanı üstünde,"Çok taze (sebze, meyve, yemek vb.) | Çok yeni, üzerinden çok zaman geçmemiş",,
dumanlı,"Dumanı olan, duman çıkaran | Sisli, sisle örtülü | Sıkıntılı, bulanık",,
dumansız,"Dumanı olmayan, duman çıkarmayan",,
dun,Alçak olan | Aşağı olan,Arapça dūn,du:n
dupduru,Çok duru,,du'pduru
duradur,Çok uzak,Farsça dūrādūr,du:ra:du:r
durağan,"Yerini değiştirmeyen; hareketsiz, sabit | Etkin olmayan, gelişmemiş | Dış etkenlerin tesiriyle akışmazlığı değişmeyen [fizik]",,
duraklı,"Durağı olan | Hep aynı yerde kalan, hep aynı yerde tekrarlanan [fizik]",,
duraksamalı,Duraksayan; tereddütlü,,
duraksamasız,Duraksaması olmayan; tereddütsüz,,
duraksız,"Otobüs mola vermeden, duraklarda durmadan (gitmek) | Hareketli, oynak olan | Herhangi bir durağa bağlı olarak çalışmayan (taksi)",,
dural,Hep aynı durumda ve değişmeden kalan,,
durgun,"Neşesiz, keyifsiz, sessiz olan | Sönük, hareketsiz olan; cansız",,
durmuş oturmuş,"Olgun, davranışları tutarlı (kimse) | Derli toplu olan | Aşırılığa kaçmamış",,
duru,"Bulanıklığı olmayan; berrak | Pürüzsüz olan (ten) | Arınmış, karışık olmayan (dil, üslup vb.)",,
durucu,"Durmakta ısrarlı, kalıcı olan",,
duşlu,Duşu olan,,
duşsuz,Duşu olmayan,,
duvaklı,Başı ve yüzü duvakla örtülü | Doğduğunda başında zar olan (bebek); perdeli,,
duvaksız,Duvağı olmayan,,
duvak düşkünü,Evlenmeye çok istekli olan,,
duvarlı,Duvarı olan,,
duyar,Beden üzerinde uyarıldığında hızlı ve güçlü tepkilere yol açan,,
duyargalı,Duyargası olan | Duyarga kullanan; sensörlü,,
duyarlı,"Dış etkenlere karşı duyarlığı olan; duygun, hassas",,
duyarlıklı,Duyarlığı olan; hassasiyetli,,
duyarsız,Duyarlı olmayan,,
duygan,Aşırı duygulu,,
duygulu,"Duygusu, duyarlığı çok olan, kolay duygulanan; içli, duyar, inceden, hisli",,
duygusal,"Duygularla ilgili, duygulara dayanan; hissî | Duygunun ağır bastığı, duygunun aşırı etkilediği (eser veya insan)",,
duygusuz,"Duygusu, duyarlığı olmayan; hissiz | Katı yürekli; hissiz",,
duysal,Duyuyla alınan,,
duyulmamış,"O güne kadar karşılaşılmamış, şaşılası",,
duyumlu,Duyumu olan,,
duyumsal,"Duyu organları ile ilgili [biyoloji] | Duyuma ait, duyumla ilgili",,
duyumsuz,Duyumu olmayan,,
duyusal,Duyu ile ilgili | En küçük bir uyarıma tepki gösteren [felsefe] | Duyularla alınan hazlara ilişkin olan [felsefe] | Duyu organları aracılığıyla alınan uyaranların duyu merkezlerine iletilmesi ile ilgili olan [tıp],,
duyuüstü,"Duyularla verilmeyen [felsefe] | Algılama yoluyla değil, düşünme ile kavranan",,
düçar,"Uğramış, yakalanmış, tutulmuş",Farsça dūçār,dü:ça:r
düğmeli,Düğmesi olan | Düğme ile tutturulan,,
düğmesiz,Düğmesi olmayan | Düğme ile tutturulamayan,,
düğümlü,"Düğümlenmiş olan | Sorunlu, karışık olan",,
düğümsüz,Düğümü olmayan,,
düğüm düğüm,Çok düğümlü,,
düğünsüz,"Düğün olmadan, düğün yapmadan | Düğünü olmayan",,
dümdüz,"Çok düz | Sade, basit olan | Bilgisi, görgüsü çok dar bir sınır içinde kalan (kimse)",,dü'mdüz
dümeni eğri,Yan yan yürüyen (kimse),,
dümensiz,Dümeni olmayan,,
dünden bugüne,Çabucak yapılarak veya söylenerek | Sanatçının özellikle ilk dönemlerinde meydana getirdiği eserlerinden oluşmuş (sergi); retrospektif,,
dünden ölmüş,Çalışma hevesi kalmamış (kimse),,
dünkü,"Düne özgü, dün olan, dün yapılan | Yakın geçmişteki | Acemi olan",,
dünyalı,Dünyaya ait olan,,
dünya görmüş,"Çok gezmiş, çok yer görmüş",,
dünya görüşlü,Dünya görüşü olan,,
dünya güzeli,Çok güzel (kimse),,
dünyevi,"Bu dünya ile ilgili; dünyasal, uhrevi karşıtı [felsefe]",Arapça dunyevī,dünyevi:
dürbünlü,Dürbünü olan,,
dürülü,"Dürülmüş, kıvrılmış",,
dürüm dürüm,Sövgü sözü olarak kullanılan dürzü sözcüğünün anlamını pekiştiren bir söz | Silindir biçiminde sararak,,
dürüst,"Sözünde ve davranışlarında doğruluktan ayrılmayan, doğru (kimse) | Kurallara uygun, yanlışsız olan",Farsça durust,
dürüşt,"Sert, gücendirici, kırıcı olan",Farsça duruşt,
düşçü,Düşleyen,,
düşey,Yer çekimi doğrultusunda olan; şakuli [matematik],,
düşkün,"Bir şeye kendini aşırı vermiş olan, çok bağlı; tutkun | Meraklı olan | Geçim sıkıntısına düşmüş | Yoksulluk sebebiyle mutluluk ve refahını yitirmiş | Yaşlılık, hastalık vb. sebeplerle çalışma gücünü yitirmiş | Değer ve onurunu yitirmiş | Yasalara ve ahlak kurallarına aykırı işler yapan (kimse)",,
düşlemli,Düşlemi olan,,
düşlemsel,Düşlemle ilgili,,
düşlemsiz,Düşlemi olmayan,,
düşmanca,"Düşman gibi, düşmana yakışır; husumetli | (düşma'nca) Düşman gibi, düşmana yakışır bir biçimde; düşmancasına, husumetkâr, hasmane",,
düşsel,Düş ile ilgili; hayalî,,
düşsüz,Düşü olmayan,,
düşüncel,"Gerçekte olmayıp yalnızca düşüncede, tasarım içinde var olan [felsefe] | Yalnız düşünce ile kavranabilen",,
düşünceli,"Düşüncesi olan | Düşünerek davranan, anlayışlı | Kaygılı olan",,
düşüncesiz,Düşüncesi olmayan | Düşünmeden davranan,,
düşündürücü,"Düşünmeye sebep olan, düşünmeye yol açan | Birini kaygılandıran",,
düşünsel,"Düşünce ile ilgili, düşünce sonucu ortaya çıkan, düşünceye dayanan; fikrî",,
düzce,Oldukça düz,,
düzeltmeci,"Düzeltmecilik yanlısı; ıslahatçı, reformcu, reformist",,
düzenbaz,"Yalan dolanla iş gören, çıkarı için hile yapan; entrikacı, dessas, dubaracı, kampanacı",Türkçe düzen + Farsça -bāz,
düzenleşik,Düzenleri birbirine uygun | Bir sınıflamada aynı düzen ve aynı sırada bulunan [felsefe],,
düzenli,"Yerli yerinde, kararlı, tertipli olan; muntazam, ıttıratlı | Düzen içinde bulunan; sistemli, metodik",,
düzensiz,"Düzeni bozuk, karışık olan; tertipsiz, ıttıratsız, gayrimuntazam, gayrinizami, aritmik | Düzeni olmayan; sistemsiz",,
düzeyli,"Düzeyi, değeri olan; seviyeli",,
düzeysiz,"Düzeyi, değeri düşük, bayağı olan; seviyesiz",,
düzgülü,Düzgüye uygun,,
düzgünce,Düzgün bir biçimde | Biraz düzgün,,düzgü'nce
düzgünlü,Yüzüne düzgün sürmüş olan,,
düzgünsüz,Yüzüne düzgün sürmemiş olan,,
düzgüsel,"Kurallarla, yasalarla ilgili olan, kural, yasa koyan; normatif [felsefe] | Belirlenmiş kalıplar içinde olan; normatif",,
düzgüsüz,"Düzgüye uymayan, düzgüsü olmayan; anormal",,
düzlemli,Düzlemi olan,,
düzlemsel,Düzlem niteliğinde olan,,
düz paçalı,Paçası düz paça biçiminde olan,,
dâhice,"Dâhiye yakışır bir biçimde; dâhiyane | Beklentilerin üstünde, beklenmedik, alışılmadık",,da:hi:ce
dâhilî,İçle ilgili,Arapça dāḫilī,da:hili:
ebeli,Ebesi olan,,
ebesiz,"Ebesi olmayan | Ebe bulunmaksızın, ebe olmaksızın",,
ebleh,"Akılsız, budala, alık olan",Arapça ebleh,
ebruli,Üzerinde değişik renkler bulunan,,ebru:li
ebrulu,"Üzerine ebru yapılmış (kâğıt, kumaş)",,
eciş bücüş,"Hiçbir yeri düzgün olmayan, çirkin bir biçim almış bulunan; çarpık çurpuk, eğri büğrü",,
eçhel,"Çok cahil, çok bilgisiz",Arapça echel,
edalı,"Herhangi bir biçim ve görünüşlü olan | Tavırları hoş, nazlı, işveli olan",,
edatlı,Edat bulunduran; ilgeçli,,
edebiyatça,"Edebiyata uygun, edebiyata benzer",,
edebiyatsever,Edebiyata tutkun,Arapça edebiyyāt + Türkçe sever,edebiya'tsever
edebî,"Edebiyatla ilgili, edebiyata ilişkin; yazınsal | Edebiyat türlerinden biriyle kaleme alınmış, sanat değeri taşıyan; yazınsal",Arapça edebī,edebi:
edepli,Ahlaka uygun bir biçimde,,
edepsiz,"Utanılacak işleri sıkılmadan yapan, utanmaz, sıkılmaz, terbiyesiz (kimse)",,
edepsizce,"Terbiyesiz olan | (edepsi'zce) Terbiyesizce, utanmadan; edepsizcesine",,
edibane,"Terbiyeli, nazik olan | Edebiyatçıya yakışır bir biçimde",Arapça edīb + Farsça -āne,edi:ba:ne
edilgin,"Hareketi ve etkisi olmayan; pasif | Bir şeye karşı tepki göstermeyen, etkinliği olmayan, başkasının etkisinde kalan; münfail, pasif, etkin karşıtı [felsefe] | Olayların gidişini etkilemek ve denetlemek için hiçbir çaba göstermeyen (kimse) [ruh bilimi]",,
edimli,Edimi olan,,
edimsel,"Edim niteliğinde olan, gerçek olarak var olan; fiilî, aktüel, gizli ve tasarımlı karşıtı [felsefe]",,
edimselci,Edimselcilik öğretisini benimseyen; aktüalist [felsefe],,
edimsiz,Edimi olmayan,,
edna,"Çok aşağı, en alt düzeyde",Arapça ednā,edna:
efdal,"Yeğ tutulan, tercih edilen",Arapça efḍal,l ince okunur
efece,Efe gibi | (efe'ce) Efeye yakışır bir biçimde,,
efendice,Efendi gibi | (efendi'ce) Efendiye yaraşır bir biçimde; efendicesine,,
efkârlı,"Herhangi üzüntülü bir olay sebebiyle hüzünlenmiş olan | Düşünceli, üzüntülü, tasalı, kederli olan; başı dumanlı",,
eflatunumsu,"Rengi eflatunu andıran, eflatuna benzeyen; eflatunsu",,
efsaneli,Efsanesi olan,,
efsanesiz,Efsanesi olmayan,,
efsanevi,"Efsanelerde geçen, kendisi için efsaneler düzülen veya efsaneyi andırır nitelikte olan (kimse, hayvan, yer); menkıbevi",Farsça efsānevī,efsa:nevi:
eften püften,"Baştan savma yapılmış, dayanıksız, derme çatma, çürük, değersiz olan",,
egemen,"Yönetimini hiçbir kısıtlama veya denetime bağlı olmaksızın sürdüren, bağımlı olmayan; hükümran | Sözünü geçiren, üstünlük kazanan",,
egzamalı,Mayasılı olan,,
eğilimli,"Eğilimi olan; meyyal, tandanslı",,
eğilimsiz,Eğilimi olmayan,,
eğimli,"Eğimi olan; meyilli | Bir şeyi yapmaya içten yönelmiş; meyyal, mütemayil",,
eğimsiz,Eğimi olmayan,,
eğinik,"Eğilmiş olan; eğik | Bir şeyi sevmiş, istemiş veya yapmaya içten yönelmiş olan",,
eğitimli,"Eğitim görmüş, eğitilmiş",,
eğitimsel,"Eğitimle ilgili; terbiyevi, pedagojik [eğitim]",,
eğitimsiz,"Eğitim görmemiş, eğitilmemiş",,
eğlenceli,"Eğlendiren, hoşa giden; cümbüşlü",,
eğlencesiz,Eğlencesi olmayan | Eğlence olmaksızın,,
eğmeçli,"Eğmeci olan; kavisli, mukavves",,
eğreti,"Belirli bir süre sonra kaldırılacak olan, bir şeyin yerine geçici olarak kullanılan | İyi yerleşmemiş, yerini bulmamış olan | Belli belirsiz olan | Uyumsuz, yakışmamış | İyi yerleşmemiş, yerini bulmamış bir biçimde | İleride geri alınmak üzere verilen şey",,
eğrice,Az eğri olan,,
eğrili,Eğrisi olan,,
eğri büğrü,"Yer yer eğrilmiş ve bükülmüş olan; çarpık çurpuk, çarpuk çurpuk",,
eğri sözlü,Sözü kötü olan,,
ehem,Çok önemli,Arapça ehemm,
ehliyetli,Sürücü belgesi olan,,
ehliyetsiz,Sürücü belgesi olmayan,,
ehven,"Zararı az, en zararsız",Arapça ehven,
ekarte,"""Saf dışı etmek, konu dışında tutmak"" anlamındaki ekarte etmek, saf dışı edilmek, konu dışında tutulmak"" anlamındaki ekarte olmak birleşik fiillerinde geçen bir söz",Fransızca écarté,
ekili,Ekilmiş olan; mezru,,
ekinli,Ekini olan,,
ekinsiz,Ekini olmayan | Ekin olmadan,,
eklemli,Eklemi olan,,
eklemsiz,Eklemi olmayan,,
ekli,Eklenmiş olan | Eki olan,,
ekli püklü,"Ekli, yamalı ve düzensiz",,
ekmeksi,"Ekmeği andıran, ekmeğe benzeyen, ekmek gibi; ekmeğimsi",,
ekmeksiz,Ekmeği olmayan | Yiyeceği olmayan | Ekmek olmadan,,
ekmek arası,Ekmeğin arasına köfte vb. konularak yapılan (yiyecek),,
ekolojik,Ekolojiyle ilgili olan,Fransızca écologique,l ince okunur
ekonomik,"Ekonomi ile ilgili olan; iktisadi | Az masraflı; hesaplı, iktisadi | En az çabayla en çok verim alınan, kazançlı olan | Kolay kullanılabilen",Fransızca économique,
ekose,Çeşitli renk ve büyüklükteki karelerden oluşan (desen veya kumaş),Fransızca écossais,
eksenli,Ekseni olan,,
eksikli,Eksiği olan,,
eksiksiz,"Eksiği olmayan; tam, tamam, mükemmel, noksansız, tekmil | İyi, namuslu, temiz (kimse) | Tam olarak",,
eksiltili,"Eksilti durumunda olan (mısra, kelime grubu veya cümle); eliptik [dil bilimi]",,
eksiz,Eki olmayan,,
ekstra,"En iyi, üstün nitelikli | Fazladan, alışılan ve gerekenden başka, ek olarak",Fransızca extra,
ekşili,İçinde ekşisi bulunan,,
ekşimikli,Ekşimiği olan,,
ekşimiksiz,Ekşimiği olmayan,,
ekşimsi,Tadı ekşiyi andıran; ekşimtırak | Buruk olan,,
Ekvatoral,Ekvator'la ilgili; eşleksel [coğrafya],Fransızca équatorial,l ince okunur
elçekli,Elçeği olan,,
eldeli,Toplama veya çarpmalarda bir sonraki basamağa aktarılan (sayı) [matematik],,
eldesiz,Toplamı ve çarpımı dokuzdan büyük olmayan [matematik],,
eldivenli,Eldiven giymiş olan | Eldiveni olan,,
eldivensiz,Eldiven giymemiş olan | Eldiveni olmayan,,
elektrikli,"Elektriği olan, elektrik enerjisiyle yüklü olan, elektrikle işleyen | Sinirli ve gergin bir duruma gelmiş olan",,
elektriksiz,"Elektriği olmayan, elektrik enerjisiyle yüklü olmayan, elektrikle çalışmayan | Elektrik olmadan",,
elektrobiyolojik,Elektrobiyoloji ile ilgili,Fransızca électrobiologique,l ince okunur
elektrojen,Elektrik üreten (sistem),Fransızca électrogène,
elektromanyetik,Elektromanyetizması bulunan veya bununla ilgisi olan [fizik],Fransızca électromagnétique,elektro'manyetik
elektronegatif,Elektrolizde artı kutupta toplanma niteliği olan (cisimler) [fizik],Fransızca électronégatif,elektro'negatif
elektronlu,Elektronu olan,,
elektronsuz,Elektronu olmayan,,
elektropozitif,Elektrolizde eksi kutupta toplanma niteliği olan (cisimler) [fizik],Fransızca électropositif,elektro'pozitif
elektroteknik,"Elektrik tekniğine ait, elektrik tekniği ile ilgili",Fransızca électrotechnique,elektro'teknik
elemanlı,Elemanı olan,,
elemansız,Elemanı olmayan,,
elemeli,Eleme yapılan,,
elemesiz,Eleme yapılmayan,,
elemli,Kederi olan,,
elemsiz,Kederi olmayan,,
eleştirel,"Eleştiri niteliği taşıyan; eleştiriyel, eleştirisel, tenkitli, tenkidî | Eleştiri ile ilgili",,
eleştirmeli,"Eleştirme ile ilgili, eleştirme üzerine olan",,
elifî,Bantlarla süslenmiş,Arapça elifī,elifi:
elimine,"""Elemek"" anlamındaki elimine etmek, ""elenmek"" anlamındaki elimine olmak (veya edilmek) birleşik fiillerinde geçen bir söz [spor]",Fransızca éliminé,
eline ağır,Elinden çabuk iş çıkmayan (kimse),,
eline ayağına çabuk,"Hamarat, titiz, çalışkan olan (kimse)",,
eline çabuk,Çabuk iş gören (kimse),,
elipsoidal,"Elipsoitle ilgili, elipsoit biçiminde olan [matematik]",Fransızca ellipsoïdal,l ince okunur
eliptik,"Elips ile ilgili, elips biçiminde olan [matematik]",Fransızca elliptique,
eli ağır,Yavaş iş gören; ağırelli | Vurunca çok acıtan (kimse); ağırelli,,
eli ayağı düzgün,"Bedence kusursuz olan, sakat olmayan (kimse) | İffetli, namuslu olan (kimse)",,
eli bayraklı,"Şirret, edepsiz, kavgacı olan (kimse)",,
eli belinde,Kavgaya hazır olduğunu belirten (kimse),,
eli bol,Cömert olan,,
eli boş,"İşi olmayan, boş gezen (kimse) | Yoksul olan",,
eli böğründe,"Başarısız, zavallı olan (kimse)",,
eli çabuk,"Çabuk iş gören, hamarat olan (kimse)",,
eli dar,Maddi olarak sıkıntıda olan (kimse),,
eli geniş,Geçimi iyi olan (kimse) | Cömert olan (kimse),,
eli hafif,"Acıtmadan, tedirgin etmeden iş gören (cerrah, diş hekimi, berber vb.)",,
eli koynunda,"Boş, işsiz olan (kimse) | Çaresiz olan (kimse)",,
eli kulağında,"Nerede ise olacak, çok yakında olması beklenilen",,
