madde,anlam,lisan,telaffuz
boynu kıldan ince olmak,haksız olduğu anlaşıldığında verilecek her türlü cezaya razı olmak,,
boyunca çocuğu olmak,yetişkin çocuğu olmak,,
boyunduruğa vurmak,baskı altına almak,,
boyunduruk altına almak,bir kimseyi veya bir toplumu zorbalıkla buyruk altına almak,,
boyunduruk altına girmek,başkasının baskısı altında kalmak,,
boyunduruk vurmak,"öküz, manda vb. hayvanlara boyunduruk takmak | emri altına almak | baskı altına almak",,
boyunun ölçüsünü almak,"kendi yetersizliğini, beceriksizliğini anlamak | beklediği yakınlığı görememek",,
boyunu aşmak,"kişinin gücünün, yeteneğinin, yetkisinin üstünde olmak",,
boyunu görmek,bir kimsenin bir konuda yeterli olup olmadığını anlamak için denemek,,
boyun eğmek,"isteyerek veya istemeyerek uymak, katlanmak",,
boyun kesmek,selam vermek için başını eğmek,,
boyun kırmak,saygı duyulan bir kimse karşısında ses çıkarmamak,,
boyun olmak,kefil olmak,,
boyun vermek,buyruk altına girmek,,
boyun (veya boynunu) bükmek,"acındıran bir tavır takınmak | acındıran, çaresiz bir durumda kalmak | bir durumu, bir işi ister istemez kabul etmek | bitki canlılığını yitirmek",,
boyut katmak,"başka veya yeni bir görüş açısı, genişlik, kapsam ve içerik kazandırmak",,
boyut kazandırmak,"yeni bir durum, içerik, genişlik, kapsam kazandırmak",,
boyut kazanmak,"yeni bir durum, içerik, genişlik, kapsam kazanmak",,
boy abdesti almak,İslam dinine göre gereken durumlarda bütün vücudu belirli biçimlerde yıkayarak abdest almak,,
boy atmak,"boyu uzamak, boylanmak, gelişmek",,
boy göstermek,görünmek | gösteriş yapmak,,
boy ölçüşmek,yarışmak,,
boy vermek,su insan boyunu aşacak kadar derin olmak | suya dalarak boyu ile suyun derinliğini ölçmek | bitkiler büyümek,,
boza olmak,utanmak,,
bozguna uğratmak,"yenip perişan etmek, dağıtmak, hezimete uğratmak",,
bozuk çalmak,"canı sıkılmış, yüzü asılmış olmak",,
bozuk para gibi harcamak,değerini düşürecek biçimde bir kimseden yararlanmaya kalkışmak,,
bozum etmek,"utandırmak, mahcup etmek",,
bozum olmak,"utanmak, utanacak duruma düşmek, mahcup olmak",,
bozuntuya uğramak,şaşkınlığa kapılmak,,
bozuntuya vermemek,bir kimsenin hoşa gitmeyen bir durumunda fark etmemiş gibi davranmak,,
böbür böbür böbürlenmek,çok böbürlenmek,,
böcek çıkarmak,ipek böceği yetiştirmek,,
bölük bölük olmak,parçalanmak,,
bön bön bakmak,"anlamayarak, şaşkın şaşkın bakmak",,
börek açmak,börek yapmak için hamurdan ince yufkalar hazırlamak | börek yapmak,,
börek çevirmek,börek yapmak,,
brifing almak,bilgilenmek,,
brifing vermek,bilgilendirmek,,
bucak bucak aramak,her yerde aramak,,
bucak bucak kaçmak,"bir olay, bir durum veya bir kimseyle karşılaşmamaya çalışmak",,
budalalık etmek,akılsızca davranmak,,
buhar olmak,"yok olmak, kaybolmak",,
buhrana tutulmak,bunalım geçirmek,,
buhran geçirmek,bunalım geçirmek,,
bukağı vurmak,bukağı takmak,,
bukalemun gibi renkten renge girmek,sürekli düşünce değiştirmek,,
bukalemun olmak,"davranışını, görüşünü çıkarına göre sık sık değiştirmek",,
bulantı vermek,midesini bulandırmak | bıkkınlık vermek,,
bula bula bunu (onu veya bir şeyi veya birini) bulmak,var olanların en değersizini seçmek | kötü bir şeye rastlamak,,
buldumcuk olmak,bir şeye sonradan ulaşınca şımarmak,,
bulup buluşturmak,çaba göstererek bir şeyler sağlamak,,
buluttan nem kapmak,"en küçük bir şeyden alınmak, çok alıngan olmak",,
bulut olmak,çok sarhoş olmak,,
bunalımda olmak,ruhsal bakımdan gerginlik ve sıkıntı içinde bulunmak,,
bunalım geçirmek,"herhangi bir sebeple oluşan bunalımı, bozgunu yaşamak",,
buna değdi (idi) buna değmedi (idi) demek,"birçok şeyin, iyilerini seçip önceden beğenmeyip bıraktıklarını da sonradan almak",,
buradayım diye bağırmak,göze çarpacak bir yerde bulunmak,,
buradayım diye bağırmak,göze çarpacak bir yerde bulunmak,,
burnuna girmek,birine çok sokulmak,,
burnuna halkayı takmak,"istediği gibi yönetmek, her istediğini yaptırmak",,
burnuna karıncalar dolmak,ölmek,,
burnuna koymak,"aldırış etmek, göz önünde tutmak, değer vermek",,
burnuna pis (veya kötü) kokular gelmek,"insanı şüpheye düşüren, hoş olmayan, gizli kalmış, olumsuzluklar duymak",,
burnundan ayrılmamak,"yanından gitmemek, uzaklaşmamak",,
burnundan düşen bin parça olmak,çok asık suratlı olmak,,
burnundan gelmek,iyi niyetle girişilen bir işten beklenen sonuç alınamadığından dolayı sıkıntı içinde olmak,,
burnundan gelmek,iyi niyetle girişilen bir işten beklenen sonuç alınamadığından dolayı sıkıntı içinde olmak,,
burnundan getirmek,yaptığına pişman etmek,,
burnundan kıl aldırmamak,"kendisine söz söyletmemek, çok huysuz ve kibirli olmak",,
burnundan solumak,çok öfkelenmiş olmak,,
burnundan yakalamak,"birini yönetimi altına almak, kaçamak bulamayacağı duruma getirmek",,
burnundan (fitil fitil) gelmek,"elde ettiği güzel şey, sonradan gelen üzüntüler üzerine kendisine zehir olmak",,
burnunda tütmek,çok özlemek,,
burnunun dibine sokulmak,"çok yaklaşmak, iyice yaklaşmak",,
burnunun dikine (veya doğrusuna) gitmek,öğüt dinlemeyerek kendi bildiği gibi davranmak,,
burnunun direğini kırmak,çok pis bir koku yayarak rahatsız etmek,,
burnunun direği sızlamak,"maddi veya manevi çok acı duymak, çok üzülmek",,
burnunun ucundan ötesini (veya ilerisini) görmemek,dar düşünceli olmak,,
burnunun ucunu görmemek,"çok sarhoş olmak | dalgın, dikkatsiz olmak",,
burnunun yeli harman savurmak,büyüklenmek | çok öfkelenmek,,
burnunun yeli kırılmak,öfkesi yok olmak,,
burnunu çekmek,"sümüğünü çekmek | umduğunu bulamamak, amacına ulaşamamak",,
burnunu kırmak,birini güç durumda bırakarak büyüklenmesini veya direnişini yok etmek,,
burnunu sokmak,gerekmeden her işe karışmak,,
burnu bile kanamamak,"zarar görmemek, yarasız beresiz olmak | tehlikeli bir durumdan yara bere almadan kurtulmak",,
burnu büyümek,büyüklenmek,,
burnu çenesine değmek,çok yaşlanmak,,
burnu kırılmak,büyüklenemez duruma gelmek,,
burnu sızlamak,duygulanmak,,
burun buruna gelmek,"beklenmedik bir anda karşılaşmak, birbirlerine çok yaklaşmak | çok yaklaşmak",,
burun buruna olmak,çok yakınında bulunmak,,
burun bükmek,"beğenmemek, önem vermemek",,
burun kıvırmak,"önem vermemek, küçümsemek, beğenmemek",,
burun şişirmek,büyüklenmek,,
burun yapmak,büyüklük taslamak,,
buyruğu altına girmek,bir kimse başka bir kimsenin isteklerini ister istemez yerine getirmek zorunda olmak,,
buyur etmek,buyurun diyerek konuğu saygı ile içeri almak | sofraya çağırmak,,
buzdolabına kaldırmak,bir konuda anlaşmaya varılamadığı için onu bir süre gündem dışında bırakmak,,
buzlar çözülmek,"buzlar erimeye ve kırılmaya başlamak | aradaki soğukluk, dargınlık, gerginlik ortadan kalkmak",,
buz bağlamak,sıvı yüzeyi donmak | cam vb.nin yüzeyi buzla kaplanmak,,
buz gibi soğumak,"birine veya bir şeye karşı eski sevgisi birdenbire yok olmak, nefret etmeye başlamak",,
buz kesilmek,"şaşılacak, üzülecek bir durum karşısında donakalmak",,
buz kesmek,çok üşümek,,
buz tutmak,"sıvının üstünde buz oluşmak, buzla kaplanmak",,
buz üstüne yazı yazmak,"süresi, etkisi çok az olacak bir iş yapmak | bir kimseye etki yapmayan sözler söylemek",,
bühtan etmek,iftira etmek,,
bülbül gibi söylemek,"bildiklerini hiçbir şey saklamadan söylemek, itiraf etmek",,
bülbül gibi şakımak,"güzel sesle, neşeyle konuşmak | itiraf etmek",,
bülbül kesilmek,bir etki veya baskı altında çokça konuşmak,,
büluğa ermek,ergenleşmek,,
bütünlemeye bırakmak,öğretmen bir öğrenciyi yarıyıl veya öğretim yılı sonunda dersinden başarısız saymak,,
bütünlemeye kalmak,bir öğrenci yarıyıl veya öğretim yılı sonunda derslerinde başarısızlığa uğramak; ikmale kalmak,,
"büyüklerin ellerinden, küçüklerin gözlerinden öpmek",saygı ve sevgi göstermek,,
"büyükle büyük, küçükle küçük olmak","her yaş ve durumdaki kişilere karşı dostça, arkadaşça davranmak",,
büyüklük göstermek,bağışlayıcı ve hoşgörülü davranmak,,
büyüklük satmak,gururlanıp üstünlük taslamak,,
büyüklük taslamak,"kendini üstün görmeye çalışmak, böbürlenmek",,
büyük abdesti gelmek,dışkı yapma ihtiyacı duymak,,
büyük gelmek,"kıyafet, bol ve geniş olmak",,
büyük laf etmek,büyük söylemek,,
büyük oynamak,çok para koyarak kumar oynamak | büyük risk ve beklentilerle bir işe girişmek,,
büyük resmi görmek,"bir konuya, olaya ait ayrıntıların oluşturduğu bütünü görmek",,
büyük yemin etmek,bir şeyi yapmak veya yapmamak konusunda en kutsal şeyler üzerine ant içmek,,
büyük (söz) söylemek,yapacağı bir şey hakkında kesin konuşarak övünmek,,
büyü bozmak,yapılmış bir büyüyü etkisiz duruma getirmek,,
büyü bozulmak,yapılmış bir büyü etkisiz duruma getirilmek | önceden hissedilen duygular hissedilmez olmak | var olan etki ortadan kalkmak,,
büyü yapmak,büyü yolu ile etki altına almaya çalışmak,,
caddeyi tutmak,"herhangi bir sebeple bir yoldan geçişi engellemek, kapamak | korkulu bir durumda başını alıp gitmek, uzaklaşmak",,
cadılık etmek,cadı gibi davranmak,,
cadı kazanı gibi kaynamak,"dedikodu, kargaşa çok olmak",,
cafcafından geçilmemek,her zaman ve her yerde gösteriş yapmak,,
cahilliğine vermek,"yaptığı hatayı veya işlediği kusuru gençliği, toyluğu, deneyimsizliği veya bilgisizliği sebebiyle hoş görmek",,
cahillik etmek,"bilgisizliğini göstermek | gençlik, toyluk, deneyimsizlik yüzünden kusur işlemek",,
cahil kalmak,"bilgi edinememek, bilgisi olmamak",,
cakasından geçilmemek,her zaman ve her yerde gösteriş yapmak,,
cakasını bozmak,birinin yaptığı gösterişi boşa çıkarmak,,
caka satmak,gösteriş yapmak,,
caka yapmak,gösterişli davranmak,,
calip olmak,üzerine çekmek,,
camadanı fora etmek,bağları koyuverip kısılmış yelkeni açmak,,
camadan vurmak,fazla rüzgâra karşı yelkeni kasmak,,
cama çıkmak,pencereden görünmek,,
camı çerçeveyi indirmek,"etrafı kırıp dökmek, her şeyi parçalayıp dağıtmak",,
cami olmak,"toplamak, bir araya getirmek, bir arada bulundurmak",,
cami olmak,"toplamak, bir araya getirmek, bir arada bulundurmak",,
canavara dönmek,canavar gibi davranmaya başlamak,,
canavar kesilmek,"hırçınlaşmak, canavar gibi olmak",,
cana kıymak,öldürmek,,
cana (veya canına) can katmak,yaşama gücünü artırmak,,
canciğer olmak,birbiriyle çok yakın arkadaş olmak,,
candan geçmek,ölmek,,
canevinden vurmak,en etkileyici yönünden saldırmak,,
canım dese canın çıksın diyor sanmak,"birinin en gönül okşayıcı sözleri bile kendisine dokunmak, batmak",,
canına acımamak,"kendisini düşünmeden, kendisine bakmadan yaşamak",,
canına değmek,çok hoşlanmak | ruhu şad olmak,,
canına ezan okumak,"bir kimsenin hakkından gelmek, öldürmek",,
canına kastetmek,intihara kalkışmak | birini öldürmeye hazırlanmak,,
canına kıymak,acımadan öldürmek | kendisini öldürmek | gücünden fazla iş görerek aşırı derecede kendisini yormak,,
canına okumak,berbat ve perişan etmek,,
canına susamak,birini öldürmeyi istemek | ölmeyi istemek,,
canına yetmek,"katlanamayacak duruma gelmek, bezmek, bıkmak",,
canından geçmek,ölmek için hazır olmak,,
canından olmak,ölmek,,
canının derdine düşmek,canından başka bir şey düşünemeyecek kadar sıkıntıda olmak,,
canının içine sokacağı gelmek,"çok hoşlanmak, çok sevmek",,
canını acıtmak,birine acı vermek,,
canını almak,öldürmek | canını verdirecek kadar memnun etmek | sıkıntıya sokmak,,
canını bağışlamak,öldürmesi gerekirken vazgeçmek,,
canını burnundan getirmek,"çok yormak, fazla çalıştırmak",,
canını çıkarmak,"hırpalamak, çok yormak, yıpratmak",,
canını dar atmak,bir tehlikeden güçlükle kurtularak bir yere sığınmak,,
canını dar kurtarmak,ölümden kurtulmak,,
canını sıkmak,"sözlerle veya davranışlarla kişinin neşesini kaçırmak, huzurunu bozmak",,
canını sokakta bulmamak,sağlığı değerli ve önemli olmak,,
canını vermek,"kendisini feda etmek | hiçbir şey esirgememek | bir şeye çok düşkün olmak, çok sevmek",,
canını yakmak,"acı verecek bir biçimde cezalandırmak | bir kimseyi, çok sıkıntı ve zarara sokmak",,
canı acımak,"çarpma, vurma vb. sonucu acı duymak | üzülmek, rahatsız olmak",,
canı ağzına (veya boğazına) gelmek,"büyük bir tehlike karşısında ölecekmiş gibi bir korkuya kapılmak | aşırı duygulanmak, çok heyecanlanmak",,
canı bayılmak,takatsizlik göstermek,,
canı burnuna (veya burnundan) gelmek,bir şey yaparken çok zorluk çekmek | çok bunalmak,,
canı burnundan çıkmak,"çok kızgın olmak, öfkelenmek",,
canı cana ölçmek,başkasına yapılacak şeyi kendisine yapılacak gibi düşünmek,,
canı canına (veya içine) sığmamak,"sabırsızlık göstermek, tahammül etmemek",,
canı çekilmek,vücudun herhangi bir organının canlılığı azalır gibi olmak | içi ezilmek,,
canı çekmek,"bir şeyi istemek, istek duymak, arzulamak",,
canı çıkmak,çok yorulmak veya çok zorluk çekmek | ölmek | çok yıpranmak | zarar etmek,,
canı gelip gitmek,ayılıp bayılmak | ümit ve ümitsizlik arasında kalıp heyecanlanmak,,
canı gelmek,"yeniden canlanmak, canı yerine gelmek",,
canı gibi sevmek,çok güçlü bir sevgiyle bağlanmak,,
canı gitmek,"özen gösterilen, çok sevilen bir şeye zarar gelecek diye kaygılanmak | ölmek | takati kalmamak",,
canı ile oynamak,tehlikeli işlerle uğraşmak,,
canı ile uğraşmak,"ağır hasta olmak, ölüm döşeğinde can çekişmek | büyük sıkıntıya düşmek",,
canı istemek,heves duymak,,
canı sıkılmak,"içi sıkılmak, yapacak bir işi olmamaktan tedirginlik duymak | öfkelenmek | üzülmek",,
canı tatlı gelmek,sıkıntıya katlanamamak,,
canı yanmak,çok acı duymak | acı bir deneme geçirmek | bir işte zarar görmek,,
canı yerine gelmek,"yorgunluğu geçmek | sağlığını, gücünü kazanmak",,
cankulağı ile dinlemek,çok dikkatli dinlemek,,
canlı cenazeye dönmek,"çok zayıflamak, bir deri bir kemik kalmak",,
cansız düşmek,hastalık veya yorgunluk yüzünden bitkin bir duruma gelmek,,
can alıp can vermek,ölüm sıkıntısı ve acısı içinde bunalmak,,
can atmak,"şiddetle arzu etmek, çok istemek",,
can başına sıçramak,çok korkmak,,
can beslemek,"kaygısızca yiyip içip rahatına bakmak | başkasının yiyeceğini, içeceğini sağlamak",,
can borcunu ödemek,ölmek,,
can bulmak,"dirilmek, canlanmak",,
can çekişmek,"ölmek üzere bulunmak | sona ermek, tükenmek, bitmek",,
can damarına basmak,bir işin en önemli yönü üzerinde durmak | bir şeyin en duyarlı noktasını açığa çıkarmak | birini en zayıf yerinden vurmak,,
can damarından yakalamak,konuya en önemli yerinden yaklaşmak | birinin en zayıf noktasından yararlanmak,,
can dayanmamak,bir şey karşısında insanın dayanıklılığı elden gitmek,,
can derdinde olmak,zor bir durumdan kurtulmaya çalışmak,,
can derdine düşmek,ölüm korkusuna kapılmak,,
can gelmek,"canlanmak, güçlenmek",,
can kalmamak,"bitkin bir duruma gelmek, gücü tükenmek | çok korkmak",,
can kaygısına düşmek,her şeyden vazgeçip sadece kendi hayatını koruma veya kurtarma çabasında olmak,,
can kuşunu uçurmak,"ruhunu teslim etmek, ölmek",,
can olmak,"sevimli, hoş görünmek",,
can sıkmak,bıkkınlık vermek | huzur bozmak,,
can simidi olmak,birinin kötü durumda kalmasını engellemek,,
can vermek,ölmek | ruha güç vermek | canlanmasına yol açmak | bir şeyi çok istemek,,
can yakmak,"zulmetmek, eziyet etmek | bir kimseyi büyük zarar ve ziyana sokmak | üzmek, acı vermek",,
cariyelik etmek,cariye gibi hizmet etmek,,
cari olmak,"geçerli olmak, yürürlükte bulunmak",,
cartayı çekmek,ölmek,,
cart cart ötmek,çok konuşmak,,
cart curt etmek,göz korkutmak veya övünmek amacıyla abartılı konuşmak,,
car car ötmek,boş ve gereksiz yere sürekli konuşmak,,
car etmek,"nara atmak, haykırmak | duyurmak",,
cascavlak ortada kalmak,bütün imkânları elinden alınmak,,
casusluk etmek,casus olarak çalışmak,,
cavlağı çekmek,ölmek,,
cayırtıyı basmak,birdenbire bağırıp çağırmaya başlamak,,
cayırtı koparmak,çok gürültü koparmak,,
cayırtı vermek,gürültü ile gözdağı vermek,,
cayır cayır yanmak,"şiddetli, çabuk ve etkili bir biçimde yanmak",,
cazgırlık yapmak,gereksiz yere bağırıp çağırarak üste çıkmaya çalışmak,,
caz yapmak,"boşa konuşmak, gevezelik etmek | aykırı düşünceler ortaya atmak",,
cebellezi etmek,çalmak,,
cebinden çıkarmak,birinden çok üstün olmak,,
cebinde akrep olmak,çok cimri olmak,,
cebini (veya ceplerini) doldurmak,karşılaştığı elverişli durumlardan yararlanarak bol para kazanmak,,
cebir kullanmak,zor kullanmak,,
cebi para görmek,parası yokken para kazanmaya başlamak,,
cefaya katlanmak,aşırı eziyete veya sıkıntıya katlanmak,,
cefa etmek,"aşırı eziyet etmek, sıkıntı vermek",,
cehenneme çevirmek,yaşanılmaz bir duruma getirmek,,
cehenneme direk olmak,çok günahkâr olmak,,
cehennemin dibine gitmek,kızılan bir kimse defolup gitmek,,
cehennemi boylamak,sevilmeyen bir kimse ölmek,,
cehennem olup gitmek,defolmak,,
celseyi açmak,oturumu açmak,,
celseyi tatil etmek,oturuma ara vermek,,
cemaate uymak,içinde bulunulan bir topluluğa uyarak davranmak,,
cemaatle namaz kılmak,imama uyarak namaz kılmak,,
cemaziyelevvelini bilmek,"bir kimsenin herkesçe bilinmeyen, geçmişteki hayatını, her türlü yönünü veya kötü durumunu bilmek",,
